t,IZY,IXZ_1,acc,avg_acc,err,avg_err,adv_acc,avg_adv_acc
1,-0.749880313873291,0.6046705842018127,0.10400000214576721,0.12470000237226486,0.8959999978542328,0.8752999976277351,0.11219999939203262,0.14239999651908875
2,-0.439211368560791,2.4093434810638428,0.11060000211000443,0.13099999725818634,0.8893999978899956,0.8690000027418137,0.12690000236034393,0.15929999947547913
3,-0.5151193141937256,0.9891897439956665,0.1046999990940094,0.1356000006198883,0.8953000009059906,0.8643999993801117,0.1264999955892563,0.163100004196167
4,-0.3771941661834717,1.3282582759857178,0.1137000024318695,0.12849999964237213,0.8862999975681305,0.8715000003576279,0.1331000030040741,0.1535000056028366
5,-0.27648448944091797,1.1626523733139038,0.10939999669790268,0.13369999825954437,0.8906000033020973,0.8663000017404556,0.12530000507831573,0.14830000698566437
6,-0.22333598136901855,1.1962454319000244,0.1088000014424324,0.13369999825954437,0.8911999985575676,0.8663000017404556,0.11729999631643295,0.1306000053882599
7,-0.13640093803405762,0.686327338218689,0.10679999738931656,0.1387999951839447,0.8932000026106834,0.8612000048160553,0.12290000170469284,0.12970000505447388
8,-0.09441161155700684,0.45325547456741333,0.10980000346899033,0.13519999384880066,0.8901999965310097,0.8648000061511993,0.11640000343322754,0.12939999997615814
9,-0.05980396270751953,0.21646450459957123,0.11020000278949738,0.13729999959468842,0.8897999972105026,0.8627000004053116,0.1143999993801117,0.12470000237226486
10,-0.04199385643005371,0.1954156458377838,0.11129999905824661,0.12439999729394913,0.8887000009417534,0.8756000027060509,0.10740000009536743,0.12269999831914902
11,-0.035212039947509766,0.5937060117721558,0.10769999772310257,0.12620000541210175,0.8923000022768974,0.8737999945878983,0.10679999738931656,0.12150000035762787
12,-0.024725914001464844,0.24727162718772888,0.10840000212192535,0.11990000307559967,0.8915999978780746,0.8800999969244003,0.10970000177621841,0.12049999833106995
13,-0.01954174041748047,0.09064801037311554,0.11150000244379044,0.12160000205039978,0.8884999975562096,0.8783999979496002,0.11079999804496765,0.12200000137090683
14,-0.014376401901245117,0.7074335217475891,0.11020000278949738,0.12049999833106995,0.8897999972105026,0.87950000166893,0.10899999737739563,0.11649999767541885
15,-0.006937742233276367,0.3277149796485901,0.10859999805688858,0.11789999902248383,0.8914000019431114,0.8821000009775162,0.11249999701976776,0.1128000020980835
16,-0.0051708221435546875,0.1713741421699524,0.1096000000834465,0.11620000004768372,0.8903999999165535,0.8837999999523163,0.10899999737739563,0.1160999983549118
17,-0.006805419921875,1.043290376663208,0.10080000013113022,0.11490000039339066,0.8991999998688698,0.8850999996066093,0.11420000344514847,0.11420000344514847
18,-0.004145622253417969,0.3784025311470032,0.1088000014424324,0.1145000010728836,0.8911999985575676,0.8854999989271164,0.10649999976158142,0.11569999903440475
19,-0.0016312599182128906,0.45035672187805176,0.10890000313520432,0.11400000005960464,0.8910999968647957,0.8859999999403954,0.10890000313520432,0.11479999870061874
20,0.0003483295440673828,0.3435303270816803,0.1111999973654747,0.11420000344514847,0.8888000026345253,0.8857999965548515,0.11429999768733978,0.11289999634027481
21,-0.0025551319122314453,0.11154499650001526,0.10909999907016754,0.11379999667406082,0.8909000009298325,0.8862000033259392,0.1120000034570694,0.11320000141859055
22,-0.00022101402282714844,0.43107062578201294,0.11020000278949738,0.1136000007390976,0.8897999972105026,0.8863999992609024,0.1103999987244606,0.11320000141859055
23,-0.0004124641418457031,0.5284584164619446,0.10750000178813934,0.11330000311136246,0.8924999982118607,0.8866999968886375,0.10869999974966049,0.1145000010728836
24,0.0001316070556640625,0.32252299785614014,0.10949999839067459,0.1136000007390976,0.8905000016093254,0.8863999992609024,0.11429999768733978,0.11289999634027481
25,0.0004680156707763672,0.2089005410671234,0.11190000176429749,0.11339999735355377,0.8880999982357025,0.8866000026464462,0.11050000041723251,0.11379999667406082
26,0.0007653236389160156,0.3199360966682434,0.10999999940395355,0.11349999904632568,0.8900000005960464,0.8865000009536743,0.11309999972581863,0.1137000024318695
27,0.0012295246124267578,0.06177198141813278,0.11069999635219574,0.11400000005960464,0.8893000036478043,0.8859999999403954,0.11309999972581863,0.11339999735355377
28,0.0007112026214599609,0.2989698648452759,0.11129999905824661,0.11349999904632568,0.8887000009417534,0.8865000009536743,0.11029999703168869,0.11339999735355377
29,0.001481771469116211,0.3767891526222229,0.11469999700784683,0.11349999904632568,0.8853000029921532,0.8865000009536743,0.11410000175237656,0.11349999904632568
30,0.0008223056793212891,0.41083982586860657,0.1111999973654747,0.1137000024318695,0.8888000026345253,0.8862999975681305,0.10970000177621841,0.11339999735355377
31,0.0004634857177734375,0.3943936228752136,0.10750000178813934,0.11349999904632568,0.8924999982118607,0.8865000009536743,0.11500000208616257,0.11349999904632568
32,0.00033092498779296875,0.08403757959604263,0.11010000109672546,0.11349999904632568,0.8898999989032745,0.8865000009536743,0.11429999768733978,0.11349999904632568
33,0.0012712478637695312,0.03689078614115715,0.11209999769926071,0.11349999904632568,0.8879000023007393,0.8865000009536743,0.11150000244379044,0.11349999904632568
34,0.001291513442993164,0.4880717396736145,0.11169999837875366,0.11349999904632568,0.8883000016212463,0.8865000009536743,0.1128000020980835,0.11349999904632568
35,0.0018880367279052734,0.06127322465181351,0.11230000108480453,0.11349999904632568,0.8876999989151955,0.8865000009536743,0.11230000108480453,0.11349999904632568
36,0.0019159317016601562,0.21794292330741882,0.11110000312328339,0.11349999904632568,0.8888999968767166,0.8865000009536743,0.11410000175237656,0.11349999904632568
37,0.0012664794921875,0.2878134846687317,0.11010000109672546,0.11349999904632568,0.8898999989032745,0.8865000009536743,0.1137000024318695,0.11349999904632568
38,0.0014569759368896484,0.16021648049354553,0.11180000007152557,0.11349999904632568,0.8881999999284744,0.8865000009536743,0.1128000020980835,0.11349999904632568
39,0.001552581787109375,0.5906734466552734,0.11479999870061874,0.11349999904632568,0.8852000012993813,0.8865000009536743,0.11100000143051147,0.11349999904632568
40,0.001443624496459961,0.02958240546286106,0.1120000034570694,0.11349999904632568,0.8879999965429306,0.8865000009536743,0.11150000244379044,0.11349999904632568
41,0.0010368824005126953,0.06100209802389145,0.10859999805688858,0.11349999904632568,0.8914000019431114,0.8865000009536743,0.11410000175237656,0.11349999904632568
42,0.002672910690307617,0.07020251452922821,0.11460000276565552,0.11349999904632568,0.8853999972343445,0.8865000009536743,0.11320000141859055,0.11349999904632568
43,0.0010879039764404297,0.01612119749188423,0.11330000311136246,0.11349999904632568,0.8866999968886375,0.8865000009536743,0.11259999871253967,0.11349999904632568
44,0.0014843940734863281,0.03191187605261803,0.11050000041723251,0.11349999904632568,0.8894999995827675,0.8865000009536743,0.11429999768733978,0.11349999904632568
45,0.0015215873718261719,0.12692955136299133,0.11010000109672546,0.11349999904632568,0.8898999989032745,0.8865000009536743,0.1111999973654747,0.11349999904632568
46,0.0010807514190673828,0.07231638580560684,0.11309999972581863,0.11349999904632568,0.8869000002741814,0.8865000009536743,0.11309999972581863,0.11349999904632568
47,0.0017812252044677734,0.05526033043861389,0.11219999939203262,0.11349999904632568,0.8878000006079674,0.8865000009536743,0.11259999871253967,0.11349999904632568
48,0.0016281604766845703,0.16606634855270386,0.11559999734163284,0.11349999904632568,0.8844000026583672,0.8865000009536743,0.11379999667406082,0.11349999904632568
