t,IZY,IXZ_1,acc,avg_acc,err,avg_err,adv_acc,avg_adv_acc
1,3.0485148429870605,499.11175537109375,0.9384999871253967,0.9390000104904175,0.06150001287460327,0.06099998950958252,0.02669999934732914,0.026799999177455902
2,3.1506149768829346,439.4453430175781,0.9610000252723694,0.9607999920845032,0.038999974727630615,0.039200007915496826,0.02290000021457672,0.023000000044703484
3,3.193809986114502,388.46514892578125,0.9724000096321106,0.972100019454956,0.027599990367889404,0.027899980545043945,0.015799999237060547,0.015699999406933784
4,3.2035374641418457,361.03314208984375,0.9735999703407288,0.9743000268936157,0.02640002965927124,0.025699973106384277,0.016499999910593033,0.01640000008046627
5,3.2065250873565674,332.19500732421875,0.9746999740600586,0.9743000268936157,0.025300025939941406,0.025699973106384277,0.016300000250339508,0.016200000420212746
6,3.2139036655426025,322.4277648925781,0.9760000109672546,0.9764999747276306,0.02399998903274536,0.023500025272369385,0.020600000396370888,0.0203000009059906
7,3.186826705932617,302.0207214355469,0.972599983215332,0.9732999801635742,0.02740001678466797,0.02670001983642578,0.03449999913573265,0.035100001841783524
8,3.1877732276916504,282.36993408203125,0.9726999998092651,0.9735000133514404,0.027300000190734863,0.02649998664855957,0.06800000369548798,0.06840000301599503
9,3.2165098190307617,256.695068359375,0.9799000024795532,0.9793000221252441,0.020099997520446777,0.02069997787475586,0.05999999865889549,0.061000000685453415
10,3.2138211727142334,260.25823974609375,0.9786999821662903,0.9782999753952026,0.021300017833709717,0.021700024604797363,0.0625,0.06310000270605087
11,3.2258293628692627,244.9979705810547,0.9819999933242798,0.982200026512146,0.018000006675720215,0.017799973487854004,0.09860000014305115,0.09839999675750732
12,3.209726333618164,234.18409729003906,0.980400025844574,0.9803000092506409,0.019599974155426025,0.01969999074935913,0.1039000004529953,0.10520000010728836
13,3.1645491123199463,231.18020629882812,0.9731000065803528,0.9731000065803528,0.026899993419647217,0.026899993419647217,0.09040000289678574,0.09130000323057175
14,3.2100954055786133,209.28944396972656,0.9818999767303467,0.9818000197410583,0.01810002326965332,0.01819998025894165,0.1185000017285347,0.11999999731779099
15,3.231093168258667,211.1150360107422,0.9847999811172485,0.9848999977111816,0.015200018882751465,0.01510000228881836,0.09700000286102295,0.09749999642372131
16,3.2222986221313477,206.63055419921875,0.9817000031471252,0.9815999865531921,0.018299996852874756,0.01840001344680786,0.07909999787807465,0.0794999971985817
17,3.219731092453003,199.98699951171875,0.9818000197410583,0.982200026512146,0.01819998025894165,0.017799973487854004,0.07000000029802322,0.07000000029802322
18,3.194777011871338,193.0259552001953,0.9769999980926514,0.9768999814987183,0.023000001907348633,0.02310001850128174,0.0925000011920929,0.0934000015258789
19,3.2045083045959473,185.96609497070312,0.9818999767303467,0.9815999865531921,0.01810002326965332,0.01840001344680786,0.16670000553131104,0.16670000553131104
20,3.1435630321502686,193.4894256591797,0.9745000004768372,0.974399983882904,0.025499999523162842,0.025600016117095947,0.17339999973773956,0.17509999871253967
21,3.212106943130493,181.1952667236328,0.983299970626831,0.9835000038146973,0.016700029373168945,0.016499996185302734,0.18619999289512634,0.18799999356269836
22,3.2061758041381836,171.00067138671875,0.982200026512146,0.9822999835014343,0.017799973487854004,0.017700016498565674,0.17080000042915344,0.1712999939918518
23,3.1848042011260986,182.76470947265625,0.9786999821662903,0.9787999987602234,0.021300017833709717,0.02120000123977661,0.15049999952316284,0.15119999647140503
24,3.2050416469573975,161.2812042236328,0.9818000197410583,0.9821000099182129,0.01819998025894165,0.01789999008178711,0.14470000565052032,0.1460999995470047
25,3.210937023162842,161.6292266845703,0.982699990272522,0.9825999736785889,0.017300009727478027,0.017400026321411133,0.13330000638961792,0.13349999487400055
26,3.227832078933716,151.0400390625,0.9851999878883362,0.9847000241279602,0.014800012111663818,0.015299975872039795,0.12139999866485596,0.12210000306367874
27,3.2090816497802734,148.00152587890625,0.9828000068664551,0.9828000068664551,0.017199993133544922,0.017199993133544922,0.1225999966263771,0.12399999797344208
28,3.2005558013916016,153.96670532226562,0.9799000024795532,0.980400025844574,0.020099997520446777,0.019599974155426025,0.120899997651577,0.12189999967813492
29,3.194550037384033,148.28903198242188,0.9805999994277954,0.9804999828338623,0.01940000057220459,0.019500017166137695,0.14110000431537628,0.14190000295639038
30,3.2081069946289062,148.20924377441406,0.9828000068664551,0.9829999804496765,0.017199993133544922,0.017000019550323486,0.11739999800920486,0.11840000003576279
31,3.2108888626098633,145.18930053710938,0.9825999736785889,0.9829999804496765,0.017400026321411133,0.017000019550323486,0.12430000305175781,0.125900000333786
32,3.2154018878936768,144.1874542236328,0.9832000136375427,0.9835000038146973,0.016799986362457275,0.016499996185302734,0.10740000009536743,0.10779999941587448
33,3.189211130142212,140.19195556640625,0.9805999994277954,0.9805999994277954,0.01940000057220459,0.01940000057220459,0.12950000166893005,0.13220000267028809
34,3.236602544784546,131.46578979492188,0.9850999712944031,0.9851999878883362,0.014900028705596924,0.014800012111663818,0.11259999871253967,0.11410000175237656
35,3.227830648422241,125.75881958007812,0.9850999712944031,0.9850999712944031,0.014900028705596924,0.014900028705596924,0.12549999356269836,0.12759999930858612
36,3.211268901824951,128.8948211669922,0.9836000204086304,0.9837999939918518,0.01639997959136963,0.016200006008148193,0.11789999902248383,0.11969999969005585
37,3.2042617797851562,127.36457824707031,0.982200026512146,0.9821000099182129,0.017799973487854004,0.01789999008178711,0.08709999918937683,0.08839999884366989
38,3.217407703399658,126.916748046875,0.9848999977111816,0.9843000173568726,0.01510000228881836,0.01569998264312744,0.11840000003576279,0.12129999697208405
39,3.2098960876464844,119.42233276367188,0.9846000075340271,0.9847000241279602,0.0153999924659729,0.015299975872039795,0.11580000072717667,0.11699999868869781
40,3.2223637104034424,109.8648452758789,0.9860000014305115,0.9860000014305115,0.013999998569488525,0.013999998569488525,0.11240000277757645,0.1137000024318695
41,3.2304751873016357,99.01653289794922,0.9864000082015991,0.9861999750137329,0.013599991798400879,0.01380002498626709,0.09030000120401382,0.09080000221729279
42,3.226694345474243,88.74947357177734,0.9864000082015991,0.9865999817848206,0.013599991798400879,0.013400018215179443,0.07739999890327454,0.07880000025033951
43,3.2268545627593994,80.4256591796875,0.9868000149726868,0.9868000149726868,0.013199985027313232,0.013199985027313232,0.06289999932050705,0.06440000236034393
44,3.229034185409546,72.45130920410156,0.9869999885559082,0.9868999719619751,0.013000011444091797,0.013100028038024902,0.06610000133514404,0.066600002348423
45,3.1877167224884033,118.64423370361328,0.9800999760627747,0.9804999828338623,0.019900023937225342,0.019500017166137695,0.09009999781847,0.09269999712705612
46,3.2169289588928223,107.37714385986328,0.9829999804496765,0.9832000136375427,0.017000019550323486,0.016799986362457275,0.06430000066757202,0.06549999862909317
47,3.2144436836242676,101.12675476074219,0.9857000112533569,0.9857000112533569,0.014299988746643066,0.014299988746643066,0.10559999942779541,0.10899999737739563
48,3.223076581954956,92.85520935058594,0.9869999885559082,0.9869999885559082,0.013000011444091797,0.013000011444091797,0.09149999916553497,0.09510000050067902
49,3.2247471809387207,86.77902221679688,0.9872999787330627,0.9873999953269958,0.012700021266937256,0.01260000467300415,0.0778999999165535,0.07970000058412552
50,3.22379207611084,78.64180755615234,0.9873999953269958,0.9869999885559082,0.01260000467300415,0.013000011444091797,0.0786999985575676,0.08030000329017639
51,3.2236976623535156,73.06626892089844,0.9873999953269958,0.9869999885559082,0.01260000467300415,0.013000011444091797,0.07720000296831131,0.07829999923706055
52,3.2229177951812744,67.68576049804688,0.9873999953269958,0.987500011920929,0.01260000467300415,0.012499988079071045,0.08079999685287476,0.08229999989271164
53,3.220365524291992,66.90025329589844,0.9872000217437744,0.9872999787330627,0.012799978256225586,0.012700021266937256,0.0835999995470047,0.08529999852180481
