t,IZY,IXZ_1,IZ_1Z_2,IZ_2Z_3,acc,avg_acc,err,avg_err,adv_acc,avg_adv_acc
1,2.854368209838867,174.6761932373047,138.96163940429688,66.8349380493164,0.8991000056266785,0.9156000018119812,0.10089999437332153,0.0843999981880188,0.0714000016450882,0.0723000019788742
2,2.923691511154175,131.80514526367188,103.88255310058594,56.62802505493164,0.9187999963760376,0.9384999871253967,0.0812000036239624,0.06150001287460327,0.07840000092983246,0.07989999651908875
3,3.0844645500183105,130.94561767578125,111.75953674316406,53.059471130371094,0.9559000134468079,0.9611999988555908,0.04409998655319214,0.03880000114440918,0.054099999368190765,0.05490000173449516
4,3.0588808059692383,111.35179138183594,98.57897186279297,48.528099060058594,0.9509000182151794,0.9585000276565552,0.04909998178482056,0.041499972343444824,0.0754999965429306,0.07980000227689743
5,2.982621431350708,91.0311050415039,75.4100341796875,45.9597282409668,0.9354000091552734,0.9587000012397766,0.06459999084472656,0.04129999876022339,0.10300000011920929,0.11209999769926071
6,3.098007917404175,94.57356262207031,83.70843505859375,44.80986785888672,0.9574999809265137,0.9635000228881836,0.04250001907348633,0.036499977111816406,0.0835999995470047,0.08869999647140503
7,3.140892267227173,104.89781188964844,93.22920989990234,47.768310546875,0.9678999781608582,0.9679999947547913,0.032100021839141846,0.03200000524520874,0.07500000298023224,0.0778999999165535
8,3.0759823322296143,78.80183410644531,64.5737533569336,37.61393356323242,0.9545999765396118,0.9664999842643738,0.045400023460388184,0.03350001573562622,0.11479999870061874,0.12700000405311584
9,3.0945799350738525,89.03016662597656,69.65670013427734,36.50495147705078,0.9595999717712402,0.9648000001907349,0.040400028228759766,0.03519999980926514,0.10369999706745148,0.10999999940395355
10,3.1324496269226074,78.66006469726562,63.02901840209961,33.75871276855469,0.9681000113487244,0.9732000231742859,0.031899988651275635,0.02679997682571411,0.12860000133514404,0.1386999934911728
11,3.1458451747894287,88.32209777832031,70.01995849609375,35.465763092041016,0.9697999954223633,0.9743000268936157,0.03020000457763672,0.025699973106384277,0.13809999823570251,0.14569999277591705
12,3.086360216140747,71.22306060791016,52.42289733886719,29.505863189697266,0.9592999815940857,0.9715999960899353,0.04070001840591431,0.028400003910064697,0.1890999972820282,0.20919999480247498
13,3.0564048290252686,73.05027770996094,51.257606506347656,30.591285705566406,0.9544000029563904,0.9685999751091003,0.04559999704360962,0.03140002489089966,0.22020000219345093,0.24230000376701355
14,3.141761302947998,74.03114318847656,59.96556854248047,30.939605712890625,0.968999981880188,0.9725000262260437,0.03100001811981201,0.0274999737739563,0.17440000176429749,0.18070000410079956
15,3.1280996799468994,66.32283782958984,50.66630554199219,25.90351104736328,0.9688000082969666,0.9743000268936157,0.031199991703033447,0.025699973106384277,0.20469999313354492,0.21539999544620514
16,3.105069875717163,63.111976623535156,48.05799102783203,24.44127655029297,0.9661999940872192,0.9717000126838684,0.03380000591278076,0.028299987316131592,0.2264000028371811,0.2425999939441681
17,3.1435494422912598,64.34660339355469,46.97050857543945,22.973230361938477,0.9714000225067139,0.9778000116348267,0.028599977493286133,0.02219998836517334,0.25519999861717224,0.2718999981880188
18,3.116971731185913,58.319068908691406,42.685638427734375,23.340805053710938,0.9682000279426575,0.977400004863739,0.03179997205734253,0.022599995136260986,0.2587999999523163,0.27619999647140503
19,3.124864101409912,58.68745803833008,42.13459396362305,21.92246437072754,0.9696999788284302,0.9754999876022339,0.030300021171569824,0.024500012397766113,0.2802000045776367,0.29010000824928284
20,3.098120927810669,61.55857467651367,41.48026657104492,20.617069244384766,0.9678999781608582,0.9746999740600586,0.032100021839141846,0.025300025939941406,0.3125,0.3294999897480011
21,3.075199604034424,56.23905563354492,40.561065673828125,20.20596694946289,0.9641000032424927,0.9715999960899353,0.035899996757507324,0.028400003910064697,0.3122999966144562,0.3255999982357025
22,3.1256906986236572,57.326332092285156,42.59910583496094,20.524375915527344,0.9725000262260437,0.9776999950408936,0.0274999737739563,0.022300004959106445,0.2969000041484833,0.3102000057697296
23,3.113433361053467,54.973655700683594,39.1390495300293,20.16179656982422,0.968999981880188,0.975600004196167,0.03100001811981201,0.024399995803833008,0.26159998774528503,0.2741999924182892
24,3.135561466217041,56.06801223754883,39.40528869628906,18.537155151367188,0.9729999899864197,0.9786999821662903,0.027000010013580322,0.021300017833709717,0.3337000012397766,0.34290000796318054
25,3.1471049785614014,57.057186126708984,40.02824783325195,20.727928161621094,0.9764000177383423,0.9793999791145325,0.023599982261657715,0.02060002088546753,0.295199990272522,0.30320000648498535
26,3.0671372413635254,55.7703857421875,37.87672805786133,17.460800170898438,0.9657999873161316,0.9696000218391418,0.03420001268386841,0.030399978160858154,0.2953999936580658,0.3052000105381012
27,3.053831100463867,52.59795379638672,35.69382095336914,18.339187622070312,0.9627000093460083,0.9692999720573425,0.0372999906539917,0.03070002794265747,0.2840999960899353,0.299699991941452
28,3.109825372695923,50.58941650390625,34.6070442199707,17.8634033203125,0.9714999794960022,0.9769999980926514,0.028500020503997803,0.023000001907348633,0.2992999851703644,0.3190999925136566
29,3.127403497695923,48.724666595458984,35.81234359741211,17.934133529663086,0.9739000201225281,0.9778000116348267,0.026099979877471924,0.02219998836517334,0.27570000290870667,0.2856000065803528
30,3.089524984359741,55.954490661621094,33.605491638183594,16.965986251831055,0.9714999794960022,0.9757999777793884,0.028500020503997803,0.024200022220611572,0.28139999508857727,0.2937999963760376
