t,IZY,IXZ_1,IZ_1Z_2,IZ_2Z_3,acc,avg_acc,err,avg_err,adv_acc,avg_adv_acc
1,2.804168224334717,150.06170654296875,125.28102111816406,65.55783081054688,0.8916000127792358,0.9154999852180481,0.10839998722076416,0.0845000147819519,0.07829999923706055,0.08020000159740448
2,2.8455281257629395,123.88438415527344,95.2221450805664,59.8870849609375,0.8998000025749207,0.9302999973297119,0.10019999742507935,0.06970000267028809,0.10379999876022339,0.10869999974966049
3,3.041604518890381,139.6162109375,111.6580810546875,55.45441818237305,0.9440000057220459,0.9498000144958496,0.0559999942779541,0.05019998550415039,0.048700001090765,0.049400001764297485
4,2.9488320350646973,102.17061614990234,84.52207946777344,49.871456146240234,0.9276000261306763,0.9455000162124634,0.07239997386932373,0.05449998378753662,0.0982000008225441,0.1080000028014183
5,3.007561445236206,91.949462890625,76.4323959350586,45.815513610839844,0.9387000203132629,0.9559000134468079,0.06129997968673706,0.04409998655319214,0.10909999907016754,0.11869999766349792
6,3.087726354598999,91.92868041992188,73.1720962524414,41.341217041015625,0.9563000202178955,0.9660000205039978,0.04369997978210449,0.0339999794960022,0.08969999849796295,0.094200000166893
7,3.0130858421325684,89.94389343261719,72.22709655761719,40.100433349609375,0.9413999915122986,0.9538999795913696,0.058600008487701416,0.04610002040863037,0.0869000032544136,0.09730000048875809
8,3.140188694000244,92.52703857421875,77.88494110107422,40.274593353271484,0.9663000106811523,0.9697999954223633,0.033699989318847656,0.03020000457763672,0.0908999964594841,0.09350000321865082
9,3.1333584785461426,87.60311126708984,67.79658508300781,36.01040267944336,0.9685999751091003,0.972000002861023,0.03140002489089966,0.02799999713897705,0.10490000247955322,0.11410000175237656
10,3.0412964820861816,77.90071105957031,62.611812591552734,32.97233200073242,0.9526000022888184,0.9611999988555908,0.04739999771118164,0.03880000114440918,0.11720000207424164,0.13109999895095825
11,3.0892653465270996,73.35710144042969,57.2545051574707,31.791810989379883,0.9599999785423279,0.96670001745224,0.04000002145767212,0.03329998254776001,0.14659999310970306,0.16519999504089355
12,3.102254629135132,71.30551147460938,54.51074981689453,29.82809829711914,0.9639000296592712,0.9725000262260437,0.03609997034072876,0.0274999737739563,0.17759999632835388,0.19609999656677246
13,3.1504135131835938,78.40631103515625,64.72415161132812,29.46393394470215,0.9735000133514404,0.9753000140190125,0.02649998664855957,0.02469998598098755,0.17219999432563782,0.1826000064611435
14,3.109959602355957,69.1883773803711,51.70928955078125,27.560791015625,0.9639000296592712,0.9731000065803528,0.03609997034072876,0.026899993419647217,0.19779999554157257,0.2222999930381775
15,3.124185085296631,67.88818359375,49.61531066894531,26.101266860961914,0.9681000113487244,0.9750000238418579,0.031899988651275635,0.02499997615814209,0.1981000006198883,0.20999999344348907
16,3.1342251300811768,65.32730102539062,51.2553825378418,24.96426010131836,0.9696999788284302,0.9742000102996826,0.030300021171569824,0.025799989700317383,0.21359999477863312,0.22609999775886536
17,3.140117883682251,66.1777114868164,47.47533416748047,25.062559127807617,0.9718999862670898,0.9765999913215637,0.028100013732910156,0.02340000867843628,0.23759999871253967,0.2533999979496002
18,3.1043622493743896,67.78645324707031,49.36686325073242,23.51423454284668,0.9671000242233276,0.9707000255584717,0.03289997577667236,0.02929997444152832,0.20329999923706055,0.21310000121593475
19,3.0706000328063965,61.56294250488281,46.374969482421875,23.26629066467285,0.9613999724388123,0.9660999774932861,0.038600027561187744,0.03390002250671387,0.24379999935626984,0.2556000053882599
20,3.140048027038574,60.394718170166016,43.83596420288086,21.100696563720703,0.9743000268936157,0.977400004863739,0.025699973106384277,0.022599995136260986,0.27219998836517334,0.28859999775886536
21,3.093820810317993,60.68843078613281,41.7463264465332,21.320106506347656,0.9657999873161316,0.9717000126838684,0.03420001268386841,0.028299987316131592,0.28220000863075256,0.2930000126361847
22,3.1049106121063232,56.2138786315918,39.1022834777832,20.46396255493164,0.9692999720573425,0.9743000268936157,0.03070002794265747,0.025699973106384277,0.26930001378059387,0.2815000116825104
23,3.120065212249756,56.87873077392578,39.3415641784668,19.62506675720215,0.9703999757766724,0.9772999882698059,0.029600024223327637,0.022700011730194092,0.2524999976158142,0.26260000467300415
24,3.1122190952301025,56.17501449584961,38.8976936340332,19.494670867919922,0.9710999727249146,0.9745000004768372,0.02890002727508545,0.025499999523162842,0.2924000024795532,0.3043000102043152
25,3.133790969848633,52.26052474975586,36.876163482666016,19.29411506652832,0.9746000170707703,0.9782999753952026,0.025399982929229736,0.021700024604797363,0.28439998626708984,0.2939000129699707
26,3.096039295196533,59.71257781982422,37.14900207519531,18.598735809326172,0.968999981880188,0.9735999703407288,0.03100001811981201,0.02640002965927124,0.27070000767707825,0.28060001134872437
27,3.101266384124756,49.24895477294922,33.976497650146484,17.857250213623047,0.9682999849319458,0.9760000109672546,0.0317000150680542,0.02399998903274536,0.27000001072883606,0.27900001406669617
28,3.1180899143218994,50.850914001464844,33.93174362182617,17.6553955078125,0.9704999923706055,0.9758999943733215,0.02950000762939453,0.024100005626678467,0.23389999568462372,0.24289999902248383
29,3.068155527114868,53.01353073120117,33.605865478515625,18.028507232666016,0.965499997138977,0.972000002861023,0.03450000286102295,0.02799999713897705,0.2290000021457672,0.24160000681877136
30,3.10349178314209,49.296653747558594,33.22087097167969,17.40803337097168,0.9736999869346619,0.9768000245094299,0.026300013065338135,0.02319997549057007,0.19869999587535858,0.2070000022649765
31,3.0623819828033447,48.74094009399414,32.79326248168945,16.770145416259766,0.9682000279426575,0.9729999899864197,0.03179997205734253,0.027000010013580322,0.225600004196167,0.24079999327659607
32,3.085486888885498,49.53371810913086,30.51860809326172,16.795669555664062,0.9707000255584717,0.9757999777793884,0.02929997444152832,0.024200022220611572,0.23270000517368317,0.24619999527931213
33,3.128216505050659,49.937767028808594,30.163509368896484,16.657947540283203,0.9746999740600586,0.9786999821662903,0.025300025939941406,0.021300017833709717,0.23420000076293945,0.24310000240802765
34,3.088700294494629,47.00285339355469,30.395694732666016,16.233718872070312,0.972100019454956,0.9763000011444092,0.027899980545043945,0.02369999885559082,0.19850000739097595,0.20409999787807465
35,3.097846508026123,46.83575439453125,29.85834503173828,16.1564998626709,0.9733999967575073,0.975600004196167,0.026600003242492676,0.024399995803833008,0.22499999403953552,0.22830000519752502
36,3.0880675315856934,46.287200927734375,28.379249572753906,15.69253921508789,0.9702000021934509,0.9746000170707703,0.029799997806549072,0.025399982929229736,0.20350000262260437,0.2094999998807907
37,3.1146254539489746,46.73795700073242,29.095678329467773,15.335855484008789,0.9732999801635742,0.9793000221252441,0.02670001983642578,0.02069997787475586,0.21860000491142273,0.2280000001192093
38,3.0821447372436523,43.653682708740234,28.441184997558594,15.268232345581055,0.9688000082969666,0.974399983882904,0.031199991703033447,0.025600016117095947,0.17419999837875366,0.17810000479221344
39,3.101720094680786,48.06037902832031,28.673633575439453,15.889083862304688,0.9740999937057495,0.9768999814987183,0.02590000629425049,0.02310001850128174,0.21699999272823334,0.2240000069141388
40,3.0598442554473877,45.56978225708008,28.60312843322754,15.246683120727539,0.9686999917030334,0.9733999967575073,0.03130000829696655,0.026600003242492676,0.18209999799728394,0.1882999986410141
41,3.100606679916382,42.69016647338867,26.678571701049805,14.93488883972168,0.9728999733924866,0.9772999882698059,0.027100026607513428,0.022700011730194092,0.18850000202655792,0.1956000030040741
42,3.1221091747283936,45.20854187011719,27.16095733642578,14.919282913208008,0.9758999943733215,0.9793999791145325,0.024100005626678467,0.02060002088546753,0.19050000607967377,0.19930000603199005
43,3.127199172973633,46.47367858886719,28.403671264648438,14.557655334472656,0.977400004863739,0.9793999791145325,0.022599995136260986,0.02060002088546753,0.17080000042915344,0.17440000176429749
44,3.101113796234131,42.22589874267578,27.552223205566406,14.618339538574219,0.9757999777793884,0.9789000153541565,0.024200022220611572,0.021099984645843506,0.13940000534057617,0.14509999752044678
45,3.091707468032837,45.754432678222656,27.773578643798828,14.260425567626953,0.9740999937057495,0.9771000146865845,0.02590000629425049,0.022899985313415527,0.16910000145435333,0.17270000278949738
46,3.0668816566467285,48.77951431274414,27.65767478942871,14.34689998626709,0.9729999899864197,0.9765999913215637,0.027000010013580322,0.02340000867843628,0.16779999434947968,0.17229999601840973
47,3.0826809406280518,45.873531341552734,27.038440704345703,14.41867446899414,0.9724000096321106,0.9761000275611877,0.027599990367889404,0.023899972438812256,0.14869999885559082,0.15209999680519104
48,3.1031155586242676,49.502079010009766,31.418128967285156,14.947490692138672,0.9757999777793884,0.978600025177002,0.024200022220611572,0.021399974822998047,0.13920000195503235,0.14030000567436218
49,3.081774950027466,41.84578323364258,24.845178604125977,14.300466537475586,0.9728999733924866,0.9771000146865845,0.027100026607513428,0.022899985313415527,0.17710000276565552,0.1818999946117401
50,3.112881898880005,40.873355865478516,26.773155212402344,14.256558418273926,0.9761000275611877,0.9793000221252441,0.023899972438812256,0.02069997787475586,0.14910000562667847,0.15189999341964722
51,3.09574556350708,40.33323669433594,24.08185577392578,14.104297637939453,0.9751999974250793,0.9779999852180481,0.024800002574920654,0.022000014781951904,0.17710000276565552,0.18440000712871552
52,3.0731844902038574,42.0892219543457,25.351469039916992,14.083343505859375,0.9718000292778015,0.9757999777793884,0.028199970722198486,0.024200022220611572,0.13510000705718994,0.13830000162124634
53,3.1294710636138916,43.19462585449219,27.418502807617188,14.39616870880127,0.9787999987602234,0.9807000160217285,0.02120000123977661,0.019299983978271484,0.11749999970197678,0.11919999867677689
54,3.102349281311035,41.320247650146484,23.758174896240234,13.659329414367676,0.972599983215332,0.9771999716758728,0.02740001678466797,0.022800028324127197,0.15850000083446503,0.16200000047683716
55,3.10127592086792,37.913780212402344,24.023683547973633,13.726293563842773,0.9769999980926514,0.9789000153541565,0.023000001907348633,0.021099984645843506,0.13089999556541443,0.1340000033378601
56,3.1124134063720703,39.8743782043457,25.19247055053711,13.99999713897705,0.9769999980926514,0.9797000288963318,0.023000001907348633,0.020299971103668213,0.13420000672340393,0.13650000095367432
57,3.0796234607696533,37.46232986450195,23.63399887084961,13.592656135559082,0.973800003528595,0.977400004863739,0.02619999647140503,0.022599995136260986,0.14659999310970306,0.15139999985694885
