t,IZY,IXZ_1,IZ_1Z_2,acc,avg_acc,err,avg_err,adv_acc,avg_adv_acc
1,3.0253493785858154,112.01541900634766,107.84054565429688,0.9358999729156494,0.940500020980835,0.06410002708435059,0.05949997901916504,0.05090000107884407,0.05090000107884407
2,3.141634702682495,90.7117691040039,91.20995330810547,0.9635999798774719,0.9642000198364258,0.036400020122528076,0.03579998016357422,0.053599998354911804,0.057999998331069946
3,3.1638448238372803,77.35176849365234,82.29922485351562,0.9682000279426575,0.9699000120162964,0.03179997205734253,0.030099987983703613,0.05770000070333481,0.06700000166893005
4,3.196967840194702,64.69219970703125,74.32070922851562,0.9754999876022339,0.9758999943733215,0.024500012397766113,0.024100005626678467,0.0640999972820282,0.0778999999165535
5,3.2010445594787598,62.7653694152832,73.32988739013672,0.9764000177383423,0.9767000079154968,0.023599982261657715,0.023299992084503174,0.06920000165700912,0.08299999684095383
6,3.2054991722106934,55.50917434692383,68.49830627441406,0.9778000116348267,0.9783999919891357,0.02219998836517334,0.021600008010864258,0.08669999986886978,0.10559999942779541
7,3.2019202709198,47.42018508911133,61.95880126953125,0.9782999753952026,0.9807000160217285,0.021700024604797363,0.019299983978271484,0.1152999997138977,0.15029999613761902
8,3.17215895652771,45.97168731689453,69.85617065429688,0.9724000096321106,0.9765999913215637,0.027599990367889404,0.02340000867843628,0.13660000264644623,0.18930000066757202
9,3.2058825492858887,57.40553283691406,62.382015228271484,0.9796000123023987,0.9800000190734863,0.02039998769760132,0.019999980926513672,0.11699999868869781,0.1396999955177307
10,3.1883785724639893,48.09132385253906,58.567474365234375,0.978600025177002,0.9793000221252441,0.021399974822998047,0.02069997787475586,0.15039999783039093,0.18209999799728394
11,3.1669158935546875,38.084529876708984,53.846351623535156,0.9750999808311462,0.9764999747276306,0.02490001916885376,0.023500025272369385,0.19419999420642853,0.24719999730587006
12,3.163102149963379,42.05364990234375,56.07609558105469,0.9743000268936157,0.9751999974250793,0.025699973106384277,0.024800002574920654,0.23579999804496765,0.28369998931884766
13,3.2042925357818604,43.93791198730469,54.84410858154297,0.9811999797821045,0.9818999767303467,0.018800020217895508,0.01810002326965332,0.25929999351501465,0.30140000581741333
14,3.1795618534088135,42.42026138305664,53.31150436401367,0.9775000214576721,0.977400004863739,0.02249997854232788,0.022599995136260986,0.2624000012874603,0.3046000003814697
15,3.2161943912506104,32.5471305847168,49.05693435668945,0.9835000038146973,0.9843000173568726,0.016499996185302734,0.01569998264312744,0.33059999346733093,0.40369999408721924
