t,IZY,IXZ_1,IZ_1Z_2,acc,avg_acc,err,avg_err,adv_acc,avg_adv_acc
1,3.0391082763671875,106.65029907226562,66.55305480957031,0.9437000155448914,0.9523000121116638,0.05629998445510864,0.04769998788833618,0.042899999767541885,0.044599998742341995
2,3.072547435760498,71.9107894897461,56.20090103149414,0.949999988079071,0.9575999975204468,0.050000011920928955,0.04240000247955322,0.05979999899864197,0.06629999727010727
3,3.116368293762207,64.43907928466797,50.52455520629883,0.958899974822998,0.9641000032424927,0.04110002517700195,0.035899996757507324,0.06650000065565109,0.07400000095367432
4,3.148247003555298,103.46417236328125,70.9205551147461,0.9684000015258789,0.9689000248908997,0.031599998474121094,0.031099975109100342,0.0406000018119812,0.04340000078082085
5,3.177788019180298,54.05388641357422,46.095882415771484,0.9746999740600586,0.9761000275611877,0.025300025939941406,0.023899972438812256,0.09189999848604202,0.10409999638795853
6,3.180535078048706,47.21259689331055,41.205020904541016,0.9753999710083008,0.9779999852180481,0.02460002899169922,0.022000014781951904,0.1128000020980835,0.1266999989748001
7,3.1677463054656982,42.200801849365234,40.450374603271484,0.9735999703407288,0.9761999845504761,0.02640002965927124,0.023800015449523926,0.1923999935388565,0.225600004196167
8,3.1329808235168457,39.69293975830078,45.33341598510742,0.9690999984741211,0.9749000072479248,0.030900001525878906,0.025099992752075195,0.2045000046491623,0.2443999946117401
9,3.150240182876587,36.956748962402344,37.78893280029297,0.9725000262260437,0.9757000207901001,0.0274999737739563,0.024299979209899902,0.2705000042915344,0.31529998779296875
10,3.177539348602295,34.292476654052734,34.103973388671875,0.9765999913215637,0.9796000123023987,0.02340000867843628,0.02039998769760132,0.2705000042915344,0.30790001153945923
11,3.174745559692383,41.789695739746094,38.71904754638672,0.9771000146865845,0.9794999957084656,0.022899985313415527,0.020500004291534424,0.3571999967098236,0.376800000667572
12,3.1875712871551514,35.615699768066406,35.276939392089844,0.9796000123023987,0.9807999730110168,0.02039998769760132,0.019200026988983154,0.3758000135421753,0.4099000096321106
13,3.1469480991363525,30.70808982849121,32.722145080566406,0.9746000170707703,0.9789000153541565,0.025399982929229736,0.021099984645843506,0.39329999685287476,0.45559999346733093
14,3.197416067123413,35.14059829711914,34.090980529785156,0.9801999926567078,0.9810000061988831,0.019800007343292236,0.018999993801116943,0.4352000057697296,0.4584999978542328
15,3.1659748554229736,31.5006046295166,29.887882232666016,0.977400004863739,0.9794999957084656,0.022599995136260986,0.020500004291534424,0.4465000033378601,0.4896000027656555
16,3.135404109954834,26.645362854003906,29.292781829833984,0.9728999733924866,0.9787999987602234,0.027100026607513428,0.02120000123977661,0.45879998803138733,0.5378000140190125
17,3.131917953491211,34.05862808227539,31.273223876953125,0.972000002861023,0.9732000231742859,0.02799999713897705,0.02679997682571411,0.4219000041484833,0.44620001316070557
18,3.151519775390625,27.65618896484375,29.937414169311523,0.9758999943733215,0.9818000197410583,0.024100005626678467,0.01819998025894165,0.5008000135421753,0.5638999938964844
19,3.161330461502075,35.79585647583008,36.75319290161133,0.9778000116348267,0.9785000085830688,0.02219998836517334,0.021499991416931152,0.5386000275611877,0.5534999966621399
20,3.1773080825805664,28.842044830322266,27.203733444213867,0.9797999858856201,0.9811999797821045,0.020200014114379883,0.018800020217895508,0.5444999933242798,0.5813000202178955
21,3.137535333633423,26.12615966796875,31.916057586669922,0.9750000238418579,0.9818000197410583,0.02499997615814209,0.01819998025894165,0.5781000256538391,0.6470999717712402
22,3.167283296585083,27.954172134399414,26.420106887817383,0.9771000146865845,0.979200005531311,0.022899985313415527,0.020799994468688965,0.5659000277519226,0.600600004196167
23,3.1755921840667725,28.98955726623535,26.516284942626953,0.9797999858856201,0.9805999994277954,0.020200014114379883,0.01940000057220459,0.5180000066757202,0.5525000095367432
24,3.163492441177368,27.203853607177734,26.9324893951416,0.9794999957084656,0.9807999730110168,0.020500004291534424,0.019200026988983154,0.5347999930381775,0.5637000203132629
25,3.184318780899048,25.836318969726562,25.686996459960938,0.9829999804496765,0.9842000007629395,0.017000019550323486,0.015799999237060547,0.5910000205039978,0.6187000274658203
26,3.1306345462799072,26.958385467529297,25.46237564086914,0.9763000011444092,0.9783999919891357,0.02369999885559082,0.021600008010864258,0.5509999990463257,0.5823000073432922
27,3.149714231491089,28.039196014404297,26.635597229003906,0.9796000123023987,0.9799000024795532,0.02039998769760132,0.020099997520446777,0.609000027179718,0.6327999830245972
28,3.125999689102173,26.73872947692871,26.592304229736328,0.9764000177383423,0.9785000085830688,0.023599982261657715,0.021499991416931152,0.5342000126838684,0.5541999936103821
29,3.1669020652770996,26.572893142700195,25.43391990661621,0.9811000227928162,0.9828000068664551,0.018899977207183838,0.017199993133544922,0.6065999865531921,0.6265000104904175
30,3.171887159347534,23.90951919555664,23.316255569458008,0.9819999933242798,0.9833999872207642,0.018000006675720215,0.01660001277923584,0.6270999908447266,0.6603000164031982
31,3.1836330890655518,24.05462646484375,23.372112274169922,0.9830999970436096,0.9833999872207642,0.01690000295639038,0.01660001277923584,0.6466000080108643,0.673799991607666
32,3.1789071559906006,27.073894500732422,26.64047622680664,0.9832000136375427,0.9837999939918518,0.016799986362457275,0.016200006008148193,0.6126999855041504,0.628000020980835
33,3.15956974029541,21.08959197998047,21.328174591064453,0.9801999926567078,0.982699990272522,0.019800007343292236,0.017300009727478027,0.609499990940094,0.6452000141143799
34,3.0958497524261475,27.688251495361328,27.469451904296875,0.9725000262260437,0.9736999869346619,0.0274999737739563,0.026300013065338135,0.5253999829292297,0.5400000214576721
35,3.1819591522216797,20.726919174194336,21.409378051757812,0.9825000166893005,0.984000027179718,0.017499983310699463,0.015999972820281982,0.6054999828338623,0.6370000243186951
36,3.1379201412200928,21.337446212768555,21.503625869750977,0.9787999987602234,0.9803000092506409,0.02120000123977661,0.01969999074935913,0.6015999913215637,0.629800021648407
37,3.1761293411254883,21.0382137298584,21.546146392822266,0.9828000068664551,0.9836000204086304,0.017199993133544922,0.01639997959136963,0.6366999745368958,0.6654000282287598
38,3.172884464263916,19.270854949951172,20.353435516357422,0.9815999865531921,0.9848999977111816,0.01840001344680786,0.01510000228881836,0.6233000159263611,0.6657000184059143
39,3.1529407501220703,21.21495246887207,21.12159538269043,0.9803000092506409,0.9824000000953674,0.01969999074935913,0.01759999990463257,0.6014000177383423,0.6326000094413757
40,3.144054412841797,24.587444305419922,25.926210403442383,0.9793999791145325,0.9804999828338623,0.02060002088546753,0.019500017166137695,0.6129000186920166,0.6272000074386597
41,3.171889305114746,18.388349533081055,20.113525390625,0.9833999872207642,0.9854999780654907,0.01660001277923584,0.014500021934509277,0.6499000191688538,0.6764000058174133
42,3.1379876136779785,22.146886825561523,21.06386375427246,0.9797000288963318,0.9803000092506409,0.020299971103668213,0.01969999074935913,0.5672000050544739,0.5884000062942505
43,3.175353765487671,18.5571231842041,19.819351196289062,0.9842000007629395,0.9854999780654907,0.015799999237060547,0.014500021934509277,0.6262000203132629,0.6521000266075134
44,3.139530658721924,19.076200485229492,19.049623489379883,0.9811000227928162,0.9825999736785889,0.018899977207183838,0.017400026321411133,0.5619000196456909,0.5931000113487244
45,3.123622417449951,18.359453201293945,18.808305740356445,0.9786999821662903,0.982200026512146,0.021300017833709717,0.017799973487854004,0.6129000186920166,0.645799994468689
46,3.1689321994781494,18.50006866455078,19.413455963134766,0.9850999712944031,0.9857000112533569,0.014900028705596924,0.014299988746643066,0.6191999912261963,0.6406000256538391
47,3.1492650508880615,18.852516174316406,19.62318229675293,0.98089998960495,0.982699990272522,0.01910001039505005,0.017300009727478027,0.6047000288963318,0.6189000010490417
48,3.153116464614868,17.38852882385254,18.125843048095703,0.9807000160217285,0.9835000038146973,0.019299983978271484,0.016499996185302734,0.576200008392334,0.6015999913215637
49,3.1631760597229004,17.66244125366211,18.689586639404297,0.9829999804496765,0.9853000044822693,0.017000019550323486,0.014699995517730713,0.6420999765396118,0.6625999808311462
50,3.1443076133728027,21.2696590423584,19.722843170166016,0.9819999933242798,0.9832000136375427,0.018000006675720215,0.016799986362457275,0.4765999913215637,0.4869000017642975
51,3.080095052719116,18.293596267700195,18.28695297241211,0.974399983882904,0.9764000177383423,0.025600016117095947,0.023599982261657715,0.5238999724388123,0.5385000109672546
52,3.1575241088867188,17.738683700561523,17.987449645996094,0.9819999933242798,0.9840999841690063,0.018000006675720215,0.015900015830993652,0.560699999332428,0.586899995803833
53,3.1727287769317627,19.720760345458984,19.147676467895508,0.9850999712944031,0.9855999946594238,0.014900028705596924,0.014400005340576172,0.5284000039100647,0.5379999876022339
54,3.1541473865509033,19.66968536376953,20.465953826904297,0.9822999835014343,0.983299970626831,0.017700016498565674,0.016700029373168945,0.5091999769210815,0.5170000195503235
55,3.147857904434204,19.58479118347168,18.93640899658203,0.9815999865531921,0.9835000038146973,0.01840001344680786,0.016499996185302734,0.49639999866485596,0.5088000297546387
56,3.100625514984131,17.082378387451172,17.742448806762695,0.9758999943733215,0.9814000129699707,0.024100005626678467,0.018599987030029297,0.5188000202178955,0.5476999878883362
57,3.153658628463745,17.016416549682617,18.18728256225586,0.9822999835014343,0.9836000204086304,0.017700016498565674,0.01639997959136963,0.5421000123023987,0.5534999966621399
58,3.1310713291168213,16.61543083190918,16.89842987060547,0.9797000288963318,0.9824000000953674,0.020299971103668213,0.01759999990463257,0.4855000078678131,0.5026000142097473
59,3.158402919769287,15.368636131286621,16.756013870239258,0.9818999767303467,0.9861000180244446,0.01810002326965332,0.01389998197555542,0.5583999752998352,0.5827999711036682
60,3.1584386825561523,15.483691215515137,16.828880310058594,0.9829000234603882,0.9847000241279602,0.017099976539611816,0.015299975872039795,0.52920001745224,0.5497000217437744
61,3.1471917629241943,17.57698631286621,18.264320373535156,0.9815999865531921,0.9825000166893005,0.01840001344680786,0.017499983310699463,0.48339998722076416,0.490200012922287
62,3.1519129276275635,19.182785034179688,19.891010284423828,0.9821000099182129,0.9825999736785889,0.01789999008178711,0.017400026321411133,0.46209999918937683,0.46950000524520874
63,3.172060251235962,15.756340980529785,17.006511688232422,0.9836000204086304,0.9853000044822693,0.01639997959136963,0.014699995517730713,0.5335000157356262,0.5450999736785889
64,3.1184823513031006,17.277162551879883,17.680200576782227,0.9796000123023987,0.9805999994277954,0.02039998769760132,0.01940000057220459,0.45719999074935913,0.4683000147342682
65,3.1471283435821533,15.651419639587402,16.26954460144043,0.9811999797821045,0.9846000075340271,0.018800020217895508,0.0153999924659729,0.4749000072479248,0.48899999260902405
66,3.1594772338867188,17.687471389770508,18.14810562133789,0.9837999939918518,0.9843999743461609,0.016200006008148193,0.015600025653839111,0.3991999924182892,0.40689998865127563
67,3.1599769592285156,15.991999626159668,17.630924224853516,0.984499990940094,0.9854000210762024,0.015500009059906006,0.014599978923797607,0.4172999858856201,0.42260000109672546
68,3.1736154556274414,15.174947738647461,16.69207763671875,0.9855999946594238,0.9865000247955322,0.014400005340576172,0.013499975204467773,0.39590001106262207,0.40709999203681946
69,3.1741390228271484,14.980932235717773,16.249752044677734,0.9847000241279602,0.9864000082015991,0.015299975872039795,0.013599991798400879,0.4223000109195709,0.42739999294281006
70,3.1532905101776123,16.071020126342773,16.414993286132812,0.9837999939918518,0.9850999712944031,0.016200006008148193,0.014900028705596924,0.3978999853134155,0.4058000147342682
71,3.113515615463257,15.695265769958496,16.81967544555664,0.9797000288963318,0.9817000031471252,0.020299971103668213,0.018299996852874756,0.382099986076355,0.38830000162124634
72,3.118558645248413,14.964518547058105,15.787857055664062,0.9807000160217285,0.9828000068664551,0.019299983978271484,0.017199993133544922,0.3824000060558319,0.3905999958515167
73,3.1463985443115234,15.704435348510742,16.380529403686523,0.9833999872207642,0.9851999878883362,0.01660001277923584,0.014800012111663818,0.4542999863624573,0.4634999930858612
74,3.1450209617614746,15.055327415466309,15.899160385131836,0.9829000234603882,0.9836999773979187,0.017099976539611816,0.0163000226020813,0.46709999442100525,0.4797999858856201
75,3.1639316082000732,13.827696800231934,15.497440338134766,0.9840999841690063,0.9858999848365784,0.015900015830993652,0.01410001516342163,0.4675999879837036,0.48010000586509705
76,3.1434326171875,14.295879364013672,15.688724517822266,0.9824000000953674,0.984499990940094,0.01759999990463257,0.015500009059906006,0.4643999934196472,0.4740000069141388
77,3.0848517417907715,15.150374412536621,15.640279769897461,0.9778000116348267,0.9803000092506409,0.02219998836517334,0.01969999074935913,0.4449000060558319,0.4544000029563904
78,3.1546130180358887,14.498684883117676,15.498247146606445,0.9833999872207642,0.9855999946594238,0.01660001277923584,0.014400005340576172,0.46470001339912415,0.4778999984264374
79,3.164397716522217,14.0057373046875,15.420083045959473,0.9851999878883362,0.9864000082015991,0.014800012111663818,0.013599991798400879,0.4672999978065491,0.47600001096725464
80,3.1445302963256836,14.231315612792969,15.227745056152344,0.9825999736785889,0.9854000210762024,0.017400026321411133,0.014599978923797607,0.44369998574256897,0.45680001378059387
81,3.1439576148986816,13.907539367675781,15.576595306396484,0.9829000234603882,0.9848999977111816,0.017099976539611816,0.01510000228881836,0.39340001344680786,0.3995000123977661
82,3.1486353874206543,13.940834999084473,15.203838348388672,0.984000027179718,0.9858999848365784,0.015999972820281982,0.01410001516342163,0.4544000029563904,0.46540001034736633
83,3.1531200408935547,14.30007553100586,15.966535568237305,0.9832000136375427,0.9850000143051147,0.016799986362457275,0.014999985694885254,0.3693000078201294,0.38040000200271606
