t,IZY,IXZ_1,acc,avg_acc,err,avg_err,adv_acc,avg_adv_acc
1,3.0312159061431885,658.407470703125,0.9362000226974487,0.9361000061035156,0.06379997730255127,0.06389999389648438,0.03819999843835831,0.03819999843835831
2,3.1682441234588623,667.305908203125,0.9653000235557556,0.9653000235557556,0.034699976444244385,0.034699976444244385,0.017999999225139618,0.01810000091791153
3,3.186607599258423,690.1991577148438,0.9707000255584717,0.9707000255584717,0.02929997444152832,0.02929997444152832,0.014800000004470348,0.014700000174343586
4,3.1646084785461426,702.8076171875,0.9670000076293945,0.9674000144004822,0.03299999237060547,0.03259998559951782,0.017500000074505806,0.017500000074505806
5,3.1837704181671143,705.896484375,0.9704999923706055,0.9703999757766724,0.02950000762939453,0.029600024223327637,0.024000000208616257,0.024000000208616257
6,3.185713768005371,702.0194091796875,0.9721999764442444,0.9724000096321106,0.027800023555755615,0.027599990367889404,0.027300000190734863,0.027499999850988388
7,3.2239620685577393,709.50634765625,0.9793999791145325,0.9793999791145325,0.02060002088546753,0.02060002088546753,0.027699999511241913,0.027499999850988388
8,3.1786346435546875,708.529052734375,0.9724000096321106,0.9725000262260437,0.027599990367889404,0.0274999737739563,0.03350000083446503,0.03350000083446503
9,3.2148280143737793,724.5655517578125,0.9794999957084656,0.9794999957084656,0.020500004291534424,0.020500004291534424,0.05389999970793724,0.05380000174045563
10,3.214747190475464,719.4713134765625,0.9790999889373779,0.9794999957084656,0.02090001106262207,0.020500004291534424,0.0544000007212162,0.054499998688697815
11,3.210611581802368,722.705810546875,0.9799000024795532,0.9797999858856201,0.020099997520446777,0.020200014114379883,0.051500000059604645,0.051500000059604645
12,3.1777470111846924,735.1807861328125,0.9751999974250793,0.9750999808311462,0.024800002574920654,0.02490001916885376,0.11640000343322754,0.11649999767541885
13,3.2041285037994385,746.2293090820312,0.9799000024795532,0.9799000024795532,0.020099997520446777,0.020099997520446777,0.1193000003695488,0.1193000003695488
14,3.2021303176879883,725.80029296875,0.9786999821662903,0.9786999821662903,0.021300017833709717,0.021300017833709717,0.06459999829530716,0.06449999660253525
15,3.197171926498413,742.8522338867188,0.979200005531311,0.9789999723434448,0.020799994468688965,0.021000027656555176,0.12210000306367874,0.12240000069141388
16,3.2096149921417236,763.0570068359375,0.9814000129699707,0.9812999963760376,0.018599987030029297,0.018700003623962402,0.1103999987244606,0.11089999973773956
17,3.1814470291137695,726.1336669921875,0.9771000146865845,0.9771000146865845,0.022899985313415527,0.022899985313415527,0.10100000351667404,0.1005999967455864
18,3.208186149597168,752.8641357421875,0.9807999730110168,0.9807999730110168,0.019200026988983154,0.019200026988983154,0.11670000106096268,0.11680000275373459
19,3.2145235538482666,739.02099609375,0.9815000295639038,0.9815999865531921,0.01849997043609619,0.01840001344680786,0.12530000507831573,0.12549999356269836
20,3.196829319000244,732.960693359375,0.9769999980926514,0.9769999980926514,0.023000001907348633,0.023000001907348633,0.09650000184774399,0.09619999676942825
